series,episode,episode_title,task_number,task_title,task_type,points,points_desc,panellist_full_name,task_type_general,episode_airing,pannelist_id,birthday,gender,origin
6,6,We Met At Mealtimes,4,Make an announcement. Biggest announcement to the most people wins. You have 12 weeks. Your time starts now.,Task 3,5,"Announced that he was a vegan in the previous episode of Taskmaster, which he no longer is.",Asim Chaudhry,Task,6 June 2018,6-2,24-Nov-1986,male,UK
6,6,We Met At Mealtimes,5,"Make the best parachute for this wooden spoon. You have ten minutes to order your materials, and then ten minutes to make your parachute. Slowest and most dramatic fall wins. Your time starts now.",Task 4,1,,Asim Chaudhry,Task,6 June 2018,6-2,24-Nov-1986,male,UK
6,6,We Met At Mealtimes,6,"You will each be given a category. You each have ten seconds to say things that fall into that category. First, you must each predict how many correct answers you will give. The person who has successfully predicted the highest number wins.",Live Task,4,Correctly names four countries.,Asim Chaudhry,Live Task,6 June 2018,6-2,24-Nov-1986,male,UK
6,7,Roadkill Doused In Syrup,1,The scariest thing from their kitchen.,Prize task,4,Some fan art of himself.,Asim Chaudhry,Prize Task,13 June 2018,6-2,24-Nov-1986,male,UK
6,7,Roadkill Doused In Syrup,2,Knock the bails off the stumps. You have a maximum of one over. You must make your attempt from behind this stump. No stumps may be moved. Fastest wins. Your time starts now.,Task 1,0,"Failed to knock the stumps off, in 1:50 and 10:08 respectively.",Asim Chaudhry,Task,13 June 2018,6-2,24-Nov-1986,male,UK
6,7,Roadkill Doused In Syrup,3,"Draw a picture of the contents of this box. You may not open the box or look inside. Also, you get a bonus point if you can name the person represented by the contents of the box. You have ten minutes. Your time starts now.",Task 2,1,No bonus point.,Asim Chaudhry,Task,13 June 2018,6-2,24-Nov-1986,male,UK
6,7,Roadkill Doused In Syrup,4,Part 1 - Write down as many obscure animals as possible. You have three minutes. Your time starts now. Part 2 - Guess the animals your teammate has on their list. Your teammate must only use mime. They may not write anything down or show you the list. You have ten minutes. Most animals guessed wins. Your time starts now.,Task 3 (Team Task),2,8,Asim Chaudhry,Team Task,13 June 2018,6-2,24-Nov-1986,male,UK
6,7,Roadkill Doused In Syrup,5,"Wearing this sweatband around your head at all times, tuck as many items in the kitchen inside the sweatband as possible. Then make a pancake with a diameter of at least nine inches, and eat the whole pancake. You have two minutes tuck things in your sweatband, and then eight minutes to cook and eat your pancake. Most kitchen items successfully kept inside the sweatband wins. Your time starts now.",Task 4,3,,Asim Chaudhry,Task,13 June 2018,6-2,24-Nov-1986,male,UK
6,7,Roadkill Doused In Syrup,6,Get an egg as close to the centre of the target as possible. You must stand on the spot when taking your turn. You must ROLL two of your eggs. The person whose egg is furthest from the centre of the target after each round is eliminated. The person in first place goes first.,Live Task,5,,Asim Chaudhry,Live Task,13 June 2018,6-2,24-Nov-1986,male,UK
6,8,What Kind Of Pictures?,1,Most interesting footwear.,Prize task,5,"One trainer and one cowboy boot, both originally belonging to Post Malone.",Asim Chaudhry,Prize Task,20 June 2018,6-2,24-Nov-1986,male,UK
6,8,What Kind Of Pictures?,2,"Put something genuinely surprising in this chocolate egg. You have one hour, after which Alex will open your chocolate egg. Your time starts now.",Task 1,3,A worm.,Asim Chaudhry,Task,20 June 2018,6-2,24-Nov-1986,male,UK
6,8,What Kind Of Pictures?,3,Find out what you have in common with this person. You must look the person in the eye throughout the task. You must shake hands every time you discover something in common. Most remarkable things in common wins. You have a maximum of ten minutes. Your time starts now.,Task 2,5,,Asim Chaudhry,Task,20 June 2018,6-2,24-Nov-1986,male,UK
6,8,What Kind Of Pictures?,4,"Wearing these high heels, create the best dot-to-dot picture on this [polystyrene] canvas. You have ten minutes. Your time starts now.",Task 3,1,"His favourite emoji, of a face winking and sticking his tongue out.",Asim Chaudhry,Task,20 June 2018,6-2,24-Nov-1986,male,UK
6,8,What Kind Of Pictures?,5,Stick a plaster to the correct body part. Alex will say the names of three body parts. You must stick a plaster to the body part that comes second in the dictionary out of the three body parts. Slowest person to stick a plaster to the correct body part is eliminated. Last player standing wins.,Live Task,2,,Asim Chaudhry,Live Task,20 June 2018,6-2,24-Nov-1986,male,UK
6,9,The Bubble Brothers,1,Most pleasing thing the same size as a cat.,Prize task,2,A cat-shaped pillow.,Asim Chaudhry,Prize Task,27 June 2018,6-2,24-Nov-1986,male,UK
6,9,The Bubble Brothers,2,Make the biggest bubble and then burst it with your nose. You have ten minutes. Your time starts now.,Task 1,3,4 inch,Asim Chaudhry,Task,27 June 2018,6-2,24-Nov-1986,male,UK
6,9,The Bubble Brothers,3,Perform a scene from Taskmaster: The Musical. Best scene wins. You have one hour. Your time starts now.,Task 2 (Team Task),2,,Asim Chaudhry,Team Task,27 June 2018,6-2,24-Nov-1986,male,UK
6,9,The Bubble Brothers,5,"Make this plastic bag as heavy as possible. You have ten minutes, at the end of which the bag must hang unassisted on the scales for at least one minute. Heaviest bag at the end of that minute wins. Your time starts now.",Task 4,3,16kg,Asim Chaudhry,Task,27 June 2018,6-2,24-Nov-1986,male,UK
6,9,The Bubble Brothers,6,Pick up as many points as possible [points written on different sized balls]. The person holding the most points after 100 seconds wins.,Live Task,1,48,Asim Chaudhry,Live Task,27 June 2018,6-2,24-Nov-1986,male,UK
6,10,He Was A Different Man,1,Least appropriate accessory for a wedding.,Prize task,5,Nunchucks.,Asim Chaudhry,Prize Task,4 July 2018,6-2,24-Nov-1986,male,UK
6,10,He Was A Different Man,2,"Knock over the fewest skittles. You may place one item on each of the three ramp sections, or you may place two items in one of the ramp sections. Your items must be found on this table, and may not include either you or the table. You may not tamper with the balls or the ramp. The bowling balls will be released in five minutes. Your time starts now.",Task 1,3,28,Asim Chaudhry,Task,4 July 2018,6-2,24-Nov-1986,male,UK
6,10,He Was A Different Man,3,Blow the candle out from the furthest distance. Furthest person from the candle when candle goes out wins. You may not relight the candle after it goes out. You have a maximum of ten minutes. Your time starts now.,Task 2,5,29.5m,Asim Chaudhry,Task,4 July 2018,6-2,24-Nov-1986,male,UK
6,10,He Was A Different Man,4,Tell the Taskmaster you love him in the most meaningful way. You have half an hour. Your time stars now.,Task 3,5,Creates a rap song about Greg.,Asim Chaudhry,Task,4 July 2018,6-2,24-Nov-1986,male,UK
6,10,He Was A Different Man,5,"Display a number. You get one rosette if your number is higher than the number of the person on your right. You get one rosette if you number is lower than the number of the person on your left. If you display the same number as someone else in a round, you both lose all your rosettes. Most rosettes after three rounds wins.",Live Task,4,,Asim Chaudhry,Live Task,4 July 2018,6-2,24-Nov-1986,male,UK
6,1,The Old Soft Curved Padlock,1,Best liquid,Prize task,1,Brut for Men.,Russell Howard,Prize Task,2 May 2018,6-4,23-Mar-1980,male,UK
6,1,The Old Soft Curved Padlock,2,Perform the best stunt using this wheelbarrow. You have one hour. Your time starts now.,Task 1,4,"Drinks gin, smokes, gets into the wheelbarrow with a toy shark, and crashes into a wheelie bin full of rubber bricks.",Russell Howard,Task,2 May 2018,6-4,23-Mar-1980,male,UK
6,1,The Old Soft Curved Padlock,3,Make the highest tower using only what is in the bowl [lemons]. You may wield the knife a maximum of five times. You have ten minutes. Your time starts now.,Task 2,5,11 inches,Russell Howard,Task,2 May 2018,6-4,23-Mar-1980,male,UK
6,1,The Old Soft Curved Padlock,4,"Wearing a hat, kiss the portrait of the Taskmaster in the Taskmaster's house. The hat must not come from the grounds of the Taskmaster's house. Closest to 30 minutes wins. Your time starts now.",Task 3,4,24:00,Russell Howard,Task,2 May 2018,6-4,23-Mar-1980,male,UK
6,1,The Old Soft Curved Padlock,5,"Sort the objects under the table in order of size. You must keep your elbows on the table top and your head in your hands at all times. The smallest object should be on your right, the largest object on your left, and they must all be in line under your table. Also, there must be no fruit in your line-up. If there is any fruit left under your table, you will be disqualified. You have 100 seconds.",Live Task,4,2 items.,Russell Howard,Live Task,2 May 2018,6-4,23-Mar-1980,male,UK
6,1,The Old Soft Curved Padlock,7,"Spin around as many times as possible and kick a football at the caravan. Most spins wins. If you miss the caravan, you are disqualified.",Tie-break task,,19,Russell Howard,Tie-break Task,2 May 2018,6-4,23-Mar-1980,male,UK
6,2,Tarpeters,1,Best hairy thing that isn't alive.,Prize task,2,A life-size Chewbacca costume.,Russell Howard,Prize Task,9 May 2018,6-4,23-Mar-1980,male,UK
6,2,Tarpeters,2,"Get the highest score in darts. You can either throw one dart from one metre away, three darts from 2.37 metres away, or 60 darts from ten metres away. When throwing, please stand behind whichever distance line you choose. You have a maximum of ten minutes. Your time starts now.",Task 1,1,3,Russell Howard,Task,9 May 2018,6-4,23-Mar-1980,male,UK
6,2,Tarpeters,3,Keep Alex dry. Driest Alex wins. You may not touch Alex at any point. You may not be in the compass when the show is on. The shower will be turned on for two minutes in two minutes from now.,Task 2 (Team Task),4,,Russell Howard,Team Task,9 May 2018,6-4,23-Mar-1980,male,UK
6,2,Tarpeters,4,"Take a picture of a group of people, each holding an egg. Most people holding eggs in a picture wins. You must be in your picture. You have one week to text your picture to the Taskmaster's assistant. Your time starts now.",Task 3,4,23,Russell Howard,Task,9 May 2018,6-4,23-Mar-1980,male,UK
6,2,Tarpeters,5,Make this wind-up little man go on the most extraordinary journey. You have 30 minutes. Your time starts now.,Task 4,3,,Russell Howard,Task,9 May 2018,6-4,23-Mar-1980,male,UK
6,2,Tarpeters,6,"When instructed, put your grape in either your hand or your mouth whilst staring at the Taskmaster. You must then answer the Taskmaster's question, and fool the Taskmaster into thinking your grape is not where your grape is. You must not eat your grape. Your answer must contain at least five words. If the Taskmaster correctly guesses where your grape is, you are eliminated.",Live Task,0,,Russell Howard,Live Task,9 May 2018,6-4,23-Mar-1980,male,UK
6,3,One Warm Prawn,1,Most magnificent day trip.,Prize task,3,"Spending the day with his mother and visiting Aqua Land, Benidorm.",Russell Howard,Prize Task,16 May 2018,6-4,23-Mar-1980,male,UK
6,3,One Warm Prawn,2,"Write, illustrate and read out a bedtime story for grown-ups. Your bedtime story for grown-ups may be no more or fewer than 50 words. Most engrossing bedtime story for grown-ups wins. You have one hour. Your time starts now.",Task 1,3,,Russell Howard,Task,16 May 2018,6-4,23-Mar-1980,male,UK
6,3,One Warm Prawn,3,"Make something spin for the longest. Your thing must not be a person. You have ten minutes to prepare for your spin, and one attempt at spinning. Your time starts now.",Task 2,2,0:10,Russell Howard,Task,16 May 2018,6-4,23-Mar-1980,male,UK
6,3,One Warm Prawn,4,"Work out the flavours of these baby foods. Most accurate flavour guesses wins. You have ten minutes. Your time starts now. Also, there is a bonus point for whoever eats the most baby food.",Task 3,3,,Russell Howard,Task,16 May 2018,6-4,23-Mar-1980,male,UK
6,3,One Warm Prawn,5,"Catch the most socks and put them in your laundry basket. You must stare straight forward throughout the task. You must not touch any pants. You must not move the laundry basket. If you drop a sock, you cannot pick it up. Every time you touch some pants, you lose a sock. Most socks wins.",Live Task,5,2,Russell Howard,Live Task,16 May 2018,6-4,23-Mar-1980,male,UK
6,4,BMXing!,1,Most thought-provoking thing.,Prize task,5,A Buddhist monk playing with a fidget spinner app on an iPad.,Russell Howard,Prize Task,23 May 2018,6-4,23-Mar-1980,male,UK
6,4,BMXing!,2,Do something manly with this cardboard box. Manliest thing wins. You have 20 minutes. Your time starts now.,Task 1,4,"Stands in the box, pretending to be a stereotypical man, with tattoos, smoking a fake pipe, doing DIY and giving Alex poor manly advice.",Russell Howard,Task,23 May 2018,6-4,23-Mar-1980,male,UK
6,4,BMXing!,3,"Have the most fun. You have three minutes, at the end of which you must return to the caravan and await your second task. Your time starts now.","Task 2, Part 1 (Team Task)",2,,Russell Howard,Team Task,23 May 2018,6-4,23-Mar-1980,male,UK
6,4,BMXing!,5,Make the best art using the entire contents of this can of squirty cream. You have 20 minutes. Your time starts now.,Task 3,3,Draws around Alex to make a body outline and makes it look like a crime scene.,Russell Howard,Task,23 May 2018,6-4,23-Mar-1980,male,UK
6,4,BMXing!,6,"Remove the five pound note from under the pint without spilling any of the pint. You may not touch the pint glass. If you spill any of the pint, you are disqualified. Fastest wins. Your time starts now.",Task 4,5,1:19,Russell Howard,Task,23 May 2018,6-4,23-Mar-1980,male,UK
6,4,BMXing!,7,"When tapped on the shoulder, shake hands with the [blindfolded] Taskmaster without revealing your identities. You may not speak during the task. Everyone must shake hands with the Taskmaster once, for at least two seconds. If the Taskmaster guesses your identity, you are eliminated. The task continues until we have a winner.",Live Task,0,,Russell Howard,Live Task,23 May 2018,6-4,23-Mar-1980,male,UK
6,4,BMXing!,4,Exactly recreate your attempt at the first task. Most accurate task re-enactment wins. You have three minutes. Your time starts when Alex shouts his own name.,"Task 2, Part 2 (Team Task)",5,,Russell Howard,Team Task,23 May 2018,6-4,23-Mar-1980,male,UK
6,5,H.,1,The sturdiest thing.,Prize task,3,His brother's calves.,Russell Howard,Prize Task,30 May 2018,6-4,23-Mar-1980,male,UK
6,5,H.,2,"Without leaving the caravan, work out on long this piece of string is. You have five minutes. Most accurate answer wins. Your time starts now.",Task 1,3,31m (102ft),Russell Howard,Task,30 May 2018,6-4,23-Mar-1980,male,UK
6,5,H.,3,"Pull this tablecloth off this table. Most eggs left unbroken on the table wins. You have one attempt and may not tamper with the table, tablecloth or eggs. Your time starts now.",Task 2,5,,Russell Howard,Task,30 May 2018,6-4,23-Mar-1980,male,UK
6,5,H.,4,Find the link and then do it exactly 100 times. Fastest wins. Your time starts now.,Task 3 (Team Task),3,11:18,Russell Howard,Team Task,30 May 2018,6-4,23-Mar-1980,male,UK
6,5,H.,5,Pull off the most elaborate trick shot. You have 20 minutes. Your time starts now.,Task 4,3,,Russell Howard,Task,30 May 2018,6-4,23-Mar-1980,male,UK
6,5,H.,6,Throw as many eggs onto the shelf as possible. You must lie flat on your bed at all times. Most eggs on the shelf wins. You have 100 seconds.,Live Task,4,5,Russell Howard,Live Task,30 May 2018,6-4,23-Mar-1980,male,UK
6,6,We Met At Mealtimes,1,Best thing they have invented.,Prize task,1,Cup cereal - i.e. cereal in a cup.,Russell Howard,Prize Task,6 June 2018,6-4,23-Mar-1980,male,UK
6,6,We Met At Mealtimes,2,"Make the best snow globe. You have ten minutes to order your elements, then 20 minutes to make your snow globe. Your time starts now.",Task 1,5,,Russell Howard,Task,6 June 2018,6-4,23-Mar-1980,male,UK
6,6,We Met At Mealtimes,3,Knock over as many ducks as possible. You must all remain on the red carpet throughout the task. You have five minutes. Your time starts now.,Task 2 (Team Task),0,Disqualified as Russell steps off the red carpet.,Russell Howard,Team Task,6 June 2018,6-4,23-Mar-1980,male,UK
6,6,We Met At Mealtimes,4,Make an announcement. Biggest announcement to the most people wins. You have 12 weeks. Your time starts now.,Task 3,1,"Went to India and shouted to some dogs to be quiet, which they didn't do.",Russell Howard,Task,6 June 2018,6-4,23-Mar-1980,male,UK
6,6,We Met At Mealtimes,5,"Make the best parachute for this wooden spoon. You have ten minutes to order your materials, and then ten minutes to make your parachute. Slowest and most dramatic fall wins. Your time starts now.",Task 4,2,,Russell Howard,Task,6 June 2018,6-4,23-Mar-1980,male,UK
6,6,We Met At Mealtimes,6,"You will each be given a category. You each have ten seconds to say things that fall into that category. First, you must each predict how many correct answers you will give. The person who has successfully predicted the highest number wins.",Live Task,3,Correctly names three colours.,Russell Howard,Live Task,6 June 2018,6-4,23-Mar-1980,male,UK
6,7,Roadkill Doused In Syrup,1,The scariest thing from their kitchen.,Prize task,5,"A doggie cam, which his girlfriend uses to spy on both the dog and Russell.",Russell Howard,Prize Task,13 June 2018,6-4,23-Mar-1980,male,UK
6,7,Roadkill Doused In Syrup,2,Knock the bails off the stumps. You have a maximum of one over. You must make your attempt from behind this stump. No stumps may be moved. Fastest wins. Your time starts now.,Task 1,5,Knocks stumps off with the first ball in 21 seconds.,Russell Howard,Task,13 June 2018,6-4,23-Mar-1980,male,UK
6,7,Roadkill Doused In Syrup,3,"Draw a picture of the contents of this box. You may not open the box or look inside. Also, you get a bonus point if you can name the person represented by the contents of the box. You have ten minutes. Your time starts now.",Task 2,2,Bonus point.,Russell Howard,Task,13 June 2018,6-4,23-Mar-1980,male,UK
6,7,Roadkill Doused In Syrup,4,Part 1 - Write down as many obscure animals as possible. You have three minutes. Your time starts now. Part 2 - Guess the animals your teammate has on their list. Your teammate must only use mime. They may not write anything down or show you the list. You have ten minutes. Most animals guessed wins. Your time starts now.,Task 3 (Team Task),3,11,Russell Howard,Team Task,13 June 2018,6-4,23-Mar-1980,male,UK
6,7,Roadkill Doused In Syrup,5,"Wearing this sweatband around your head at all times, tuck as many items in the kitchen inside the sweatband as possible. Then make a pancake with a diameter of at least nine inches, and eat the whole pancake. You have two minutes tuck things in your sweatband, and then eight minutes to cook and eat your pancake. Most kitchen items successfully kept inside the sweatband wins. Your time starts now.",Task 4,5,,Russell Howard,Task,13 June 2018,6-4,23-Mar-1980,male,UK
6,7,Roadkill Doused In Syrup,6,Get an egg as close to the centre of the target as possible. You must stand on the spot when taking your turn. You must ROLL two of your eggs. The person whose egg is furthest from the centre of the target after each round is eliminated. The person in first place goes first.,Live Task,1,,Russell Howard,Live Task,13 June 2018,6-4,23-Mar-1980,male,UK
6,8,What Kind Of Pictures?,1,Most interesting footwear.,Prize task,2,A football boot signed by Philippe Coutinho.,Russell Howard,Prize Task,20 June 2018,6-4,23-Mar-1980,male,UK
6,8,What Kind Of Pictures?,2,"Put something genuinely surprising in this chocolate egg. You have one hour, after which Alex will open your chocolate egg. Your time starts now.",Task 1,3,"A note saying that Alex has been given a trip for two to see Liverpool FC play, a week's holiday in a Spanish villa, the book How Green Were the Nazis? and a single grain of rice signed by Chris Rock.",Russell Howard,Task,20 June 2018,6-4,23-Mar-1980,male,UK
6,8,What Kind Of Pictures?,3,Find out what you have in common with this person. You must look the person in the eye throughout the task. You must shake hands every time you discover something in common. Most remarkable things in common wins. You have a maximum of ten minutes. Your time starts now.,Task 2,4,,Russell Howard,Task,20 June 2018,6-4,23-Mar-1980,male,UK
6,8,What Kind Of Pictures?,4,"Wearing these high heels, create the best dot-to-dot picture on this [polystyrene] canvas. You have ten minutes. Your time starts now.",Task 3,3,"Picture of Alex, but the dots are not numbered.",Russell Howard,Task,20 June 2018,6-4,23-Mar-1980,male,UK
6,8,What Kind Of Pictures?,5,Stick a plaster to the correct body part. Alex will say the names of three body parts. You must stick a plaster to the body part that comes second in the dictionary out of the three body parts. Slowest person to stick a plaster to the correct body part is eliminated. Last player standing wins.,Live Task,5,,Russell Howard,Live Task,20 June 2018,6-4,23-Mar-1980,male,UK
6,8,What Kind Of Pictures?,7,Receive a text message the quickest. Your time starts now.,Tie-break task,Winner,3:51,Russell Howard,Tie-break Task,20 June 2018,6-4,23-Mar-1980,male,UK
6,9,The Bubble Brothers,1,Most pleasing thing the same size as a cat.,Prize task,4,"A ""cat snack"" - lots of snacks built into the shape of a cat.",Russell Howard,Prize Task,27 June 2018,6-4,23-Mar-1980,male,UK
6,9,The Bubble Brothers,2,Make the biggest bubble and then burst it with your nose. You have ten minutes. Your time starts now.,Task 1,1,4cm,Russell Howard,Task,27 June 2018,6-4,23-Mar-1980,male,UK
6,9,The Bubble Brothers,3,Perform a scene from Taskmaster: The Musical. Best scene wins. You have one hour. Your time starts now.,Task 2 (Team Task),3,,Russell Howard,Team Task,27 June 2018,6-4,23-Mar-1980,male,UK
6,9,The Bubble Brothers,5,"Make this plastic bag as heavy as possible. You have ten minutes, at the end of which the bag must hang unassisted on the scales for at least one minute. Heaviest bag at the end of that minute wins. Your time starts now.",Task 4,2,10kg,Russell Howard,Task,27 June 2018,6-4,23-Mar-1980,male,UK
6,9,The Bubble Brothers,6,Pick up as many points as possible [points written on different sized balls]. The person holding the most points after 100 seconds wins.,Live Task,5,68,Russell Howard,Live Task,27 June 2018,6-4,23-Mar-1980,male,UK
6,10,He Was A Different Man,1,Least appropriate accessory for a wedding.,Prize task,4,A gift voucher for a divorce laywer.,Russell Howard,Prize Task,4 July 2018,6-4,23-Mar-1980,male,UK
6,10,He Was A Different Man,2,"Knock over the fewest skittles. You may place one item on each of the three ramp sections, or you may place two items in one of the ramp sections. Your items must be found on this table, and may not include either you or the table. You may not tamper with the balls or the ramp. The bowling balls will be released in five minutes. Your time starts now.",Task 1,5,20,Russell Howard,Task,4 July 2018,6-4,23-Mar-1980,male,UK
6,10,He Was A Different Man,3,Blow the candle out from the furthest distance. Furthest person from the candle when candle goes out wins. You may not relight the candle after it goes out. You have a maximum of ten minutes. Your time starts now.,Task 2,2,2.85m,Russell Howard,Task,4 July 2018,6-4,23-Mar-1980,male,UK
6,10,He Was A Different Man,4,Tell the Taskmaster you love him in the most meaningful way. You have half an hour. Your time stars now.,Task 3,1,Spends the entire time not having sex with Greg's mum.,Russell Howard,Task,4 July 2018,6-4,23-Mar-1980,male,UK
6,10,He Was A Different Man,5,"Display a number. You get one rosette if your number is higher than the number of the person on your right. You get one rosette if you number is lower than the number of the person on your left. If you display the same number as someone else in a round, you both lose all your rosettes. Most rosettes after three rounds wins.",Live Task,0,,Russell Howard,Live Task,4 July 2018,6-4,23-Mar-1980,male,UK
7,1,The Mean Bean,1,The thing that most people would like to touch.,Prize task,5,A toy chariot.,Phil Wang,Prize Task,5 September 2018,7-4,22-Jan-1990,male,UK
7,1,The Mean Bean,2,Design and demonstrate the best quick-change outfit. Best and quickest quick-change outfit wins. You have one hour. Your time starts now.,Task 1,1,45 seconds.,Phil Wang,Task,5 September 2018,7-4,22-Jan-1990,male,UK
7,1,The Mean Bean,3,Build the highest tower. You have five minutes from when your first box is assembled. You have a maximum time of 20 minutes from now.,Task 2,2,,Phil Wang,Task,5 September 2018,7-4,22-Jan-1990,male,UK
7,1,The Mean Bean,4,Work out the circumference of the caravan in baked beans. You have three minutes. Most accurate wins. Your time starts now.,Task 3,1,400,Phil Wang,Task,5 September 2018,7-4,22-Jan-1990,male,UK
7,1,The Mean Bean,5,Make the best fruit display hat. You may not touch or tamper with your hat. Only the fruit picker-uppers may touch the fruit. You may only hold the fruit picker-uppers by their handles. Best fruit display hat wins. You have 100 seconds.,Live Task,4,,Phil Wang,Live Task,5 September 2018,7-4,22-Jan-1990,male,UK
7,2,My Eyes Are Circles,1,The boldest belt.,Prize task,4,A pink belt with a lion's head buckle.,Phil Wang,Prize Task,12 September 2018,7-4,22-Jan-1990,male,UK
7,2,My Eyes Are Circles,2,Write a 10-word story before you reach the finish line. You must be running while writing. Fastest across the finish line with a proper story wins. Your time starts now.,Task 1,2,"""An ogre was hungry. Ate a child. It was his."" 2:16",Phil Wang,Task,12 September 2018,7-4,22-Jan-1990,male,UK
7,2,My Eyes Are Circles,3,"Paint the best picture of this still life. The painter must remain blindfolded throughout. The other person/people may not move from their chair(s) and may only say the following words: Banana, Down, Left, Less, More, Pick, Right, Up, Whoops. You have ten minutes. Your time starts now.",Task 2 (Team Task),3,,Phil Wang,Team Task,12 September 2018,7-4,22-Jan-1990,male,UK
7,2,My Eyes Are Circles,4,"Predict what the person whose first name comes after yours alphabetically will do with one of the objects [press the airhorn, eat the apple, or take £10], then do something yourself with one of the objects. You also get five points if the person who first name comes before yours alphabetically correctly predicts your own action.",Task 3,5,,Phil Wang,Task,12 September 2018,7-4,22-Jan-1990,male,UK
7,2,My Eyes Are Circles,5,Draw the biggest and best circle. Biggest and best circle wins. Your circle must be completed in one single sweep. You have ten minutes. Your time starts now.,Task 4,2,,Phil Wang,Task,12 September 2018,7-4,22-Jan-1990,male,UK
7,2,My Eyes Are Circles,6,"Make the highest tower of cans within your hoop. You have 100 seconds, during which you must also be within your hoop. If you step out of your hoop during the 100 seconds, you will be disqualified. After the 100 seconds, you must step out of your hoop and not touch your tower again. Highest self-supporting tower of cans within your hoop ten seconds after the final whistle wins.",Live Task,3,,Phil Wang,Live Task,12 September 2018,7-4,22-Jan-1990,male,UK
7,3,Twelve Blush Majesty Two,1,Best thing from the nineties.,Prize task,3,"Himself, as he was born in January 1990.",Phil Wang,Prize Task,19 September 2018,7-4,22-Jan-1990,male,UK
7,3,Twelve Blush Majesty Two,2,Excite Alex. Greatest increase in Alex's current heart rate wins. You have 20 minutes. Your time starts now.,Task 1,1,-6,Phil Wang,Task,19 September 2018,7-4,22-Jan-1990,male,UK
7,3,Twelve Blush Majesty Two,3,"Make the best noise. When you are ready to make your noise you must say: ""This is my best noise."" After you have made your noise, you must remain still and silent for at least ten seconds. You have 20 minutes and one attempt. Your time starts now.",Task 2,5,,Phil Wang,Task,19 September 2018,7-4,22-Jan-1990,male,UK
7,3,Twelve Blush Majesty Two,4,Get this [cricket] ball in that hole in as few strokes as possible. The ball must only be struck. The ball must never be carried. You have a maximum of 20 minutes. Your time starts now.,Task 3,4,5,Phil Wang,Task,19 September 2018,7-4,22-Jan-1990,male,UK
7,3,Twelve Blush Majesty Two,5,Part 1 - Write down a ten-word fact. You will have 100 seconds. There is a bonus point for the best fact. Part 2 - Mouth your fact to the Taskmaster without making any noise whatsoever. Most words understood by the Taskmaster wins.,Live Task,2,"""Phil Wang's shoe size is twelve plus two minus two."" 4 words.",Phil Wang,Live Task,19 September 2018,7-4,22-Jan-1990,male,UK
7,4,OLLIE.,1,Most confusing thing.,Prize task,4,A puzzle box.,Phil Wang,Prize Task,26 September 2018,7-4,22-Jan-1990,male,UK
7,4,OLLIE.,2,Work out what happens when you flick this switch on. You may not take the switch out of this room. Your time starts now.,Task 1,3,10:50,Phil Wang,Task,26 September 2018,7-4,22-Jan-1990,male,UK
7,4,OLLIE.,3,Dramatically alter your appearance. Most dramatic alteration wins. You may start altering your appearance when you are inside the lift and the doors are closed. You must stop altering your appearance when the doors open again. You may inspect the contents of the briefcase for five minutes before the lift doors open for the first time. Your time starts now.,Task 2,2,,Phil Wang,Task,26 September 2018,7-4,22-Jan-1990,male,UK
7,4,OLLIE.,4,Make these scales read 31.770kg. The scales must read 31.770kg for at least five seconds. Fastest wins. Your time starts now.,Task 3,2,8:28,Phil Wang,Task,26 September 2018,7-4,22-Jan-1990,male,UK
7,4,OLLIE.,5,Correctly don the most items of clothing [while handcuffed]. You have 100 seconds. Most new items of clothing correctly donned wins.,Live Task,1,,Phil Wang,Live Task,26 September 2018,7-4,22-Jan-1990,male,UK
7,5,Lotta Soup,1,The worst present from a named relative.,Prize task,1,"From his sister, some used toilet paper.",Phil Wang,Prize Task,3 October 2018,7-4,22-Jan-1990,male,UK
7,5,Lotta Soup,2,Deliver this task to Alex in the most spectacular way. Alex is in his caravan. You have one hour. Your time starts now.,Task 1,2,"A woman wearing a Taylor Swift mask opens the window, then Phil turns the task into a paper plane and throws it through the window.",Phil Wang,Task,3 October 2018,7-4,22-Jan-1990,male,UK
7,5,Lotta Soup,3,Make as many white circles on the target as possible. You must not step beyond this rope. You must not move this rope or the target. Phil has 20 minutes. Everyone else has 5 minutes and their scores are combined.,Task 2 (Team Task),0,38,Phil Wang,Task,3 October 2018,7-4,22-Jan-1990,male,UK
7,5,Lotta Soup,4,Cheer up this former traffic warden. You have 20 minutes. Your time starts now.,Task 3,3,,Phil Wang,Task,3 October 2018,7-4,22-Jan-1990,male,UK
7,5,Lotta Soup,5,Make yourselves look as little or big as possible. You have 20 minutes. Your time starts now.,Task 4 (Team Task),3,,Phil Wang,Team Task,3 October 2018,7-4,22-Jan-1990,male,UK
7,5,Lotta Soup,6,"Taking it in turns, each team must dangle one of these items on the hanger. A different member of the team must dangle each time. Once you've touched one of the items you must dangle it, and you must dangle with 20 seconds of the previous dangler. The team who doesn't cause the items on the hanger to fall wins.",Live Task (Team Task),0,,Phil Wang,Live Team Task,3 October 2018,7-4,22-Jan-1990,male,UK
7,6,A Coquettish Fascinator,1,Best key.,Prize task,2,The G-key from a piano.,Phil Wang,Prize Task,10 October 2018,7-4,22-Jan-1990,male,UK
